Município;População_residente
411110 Itambé;5983
411120 Itapejara d'Oeste;10738
411125 Itaperuçu;24573
411130 Itaúna do Sul;3453
411140 Ivaí;12954
411150 Ivaiporã;31748
411155 Ivaté;7603
411160 Ivatuba;3043
411170 Jaboti;4950
411180 Jacarezinho;39045
411190 Jaguapitã;12421
411200 Jaguariaíva;32882
411210 Jandaia do Sul;20359
411220 Janiópolis;6298
411230 Japira;4904
411240 Japurá;8669
411250 Jardim Alegre;12121
411260 Jardim Olinda;1392
411270 Jataizinho;11958
411275 Jesuítas;8876
411280 Joaquim Távora;10899
411290 Jundiaí do Sul;3399
411295 Juranda;7567
411300 Jussara;6657
411310 Kaloré;4425
411320 Lapa;45334
411325 Laranjal;6257
411330 Laranjeiras do Sul;30891
411340 Leópolis;4101
411342 Lidianópolis;3851
411345 Lindoeste;5231
411350 Loanda;21451
411360 Lobato;4452
411370 Londrina;515707
411373 Luiziana;7282
411375 Lunardelli;5084
411380 Lupionópolis;4633
411390 Mallet;13030
411400 Mamborê;13781
411410 Mandaguaçu;20227
411420 Mandaguari;32849
411430 Mandirituba;22927
411435 Manfrinópolis;3026
411440 Mangueirinha;16941
411450 Manoel Ribas;13185
411460 Marechal Cândido Rondon;47697
411470 Maria Helena;5892
411480 Marialva;32451
411490 Marilândia do Sul;8832
411500 Marilena;6874
411510 Mariluz;10214
411520 Maringá;367410
411530 Mariópolis;6306
411535 Maripá;5654
411540 Marmeleiro;13936
411545 Marquinho;4879
411550 Marumbi;4602
411560 Matelândia;16340
411570 Matinhos;30220
411573 Mato Rico;3716
411575 Mauá da Serra;8870
411580 Medianeira;42420
411585 Mercedes;5113
411590 Mirador;2301
411600 Miraselva;1848
411605 Missal;10481
411610 Moreira Sales;12487
411620 Morretes;15785
411630 Munhoz de Melo;3713
411640 Nossa Senhora das Graças;3930
411650 Nova Aliança do Ivaí;1446
411660 Nova América da Colina;3462
411670 Nova Aurora;11598
411680 Nova Cantu;7050
411690 Nova Esperança;26749
411695 Nova Esperança do Sudoeste;5074
411700 Nova Fátima;8124
411705 Nova Laranjeiras;11690
411710 Nova Londrina;13052
411720 Nova Olímpia;5537
411725 Nova Prata do Iguaçu;10374
411721 Nova Santa Bárbara;3953
411722 Nova Santa Rosa;7702
411727 Nova Tebas;7085
411729 Novo Itacolomi;2822
411730 Ortigueira;23103
411740 Ourizona;3378
411745 Ouro Verde do Oeste;5726
411750 Paiçandu;36717
411760 Palmas;44107
411770 Palmeira;32326
411780 Palmital;14538
411790 Palotina;29123
411800 Paraíso do Norte;12079
411810 Paranacity;10423
411820 Paranaguá;142452
411830 Paranapoema;2852
411840 Paranavaí;82472
411845 Pato Bragado;4939
411850 Pato Branco;73901
411860 Paula Freitas;5491
411870 Paulo Frontin;6966
411880 Peabiru;13645
411885 Perobal;5708
411890 Pérola;10348
411900 Pérola d'Oeste;6672
411910 Piên;11454
411915 Pinhais;119379
411925 Pinhal de São Bento;2635
411920 Pinhalão;6215
411930 Pinhão;30480
411940 Piraí do Sul;23693
411950 Piraquara;96023
411960 Pitanga;32152
411965 Pitangueiras;2874
411970 Planaltina do Paraná;4111
411980 Planalto;13584
411990 Ponta Grossa;317339
411995 Pontal do Paraná;21917
412000 Porecatu;13934
412010 Porto Amazonas;4556
412015 Porto Barreiro;3582
412020 Porto Rico;2527
412030 Porto Vitória;4016
412033 Prado Ferreira;3477
412035 Pranchita;5533
412040 Presidente Castelo Branco;4857
412050 Primeiro de Maio;10848
412060 Prudentópolis;49150
412065 Quarto Centenário;4784
412070 Quatiguá;7091
412080 Quatro Barras;20409
412085 Quatro Pontes;3827
412090 Quedas do Iguaçu;31095
412100 Querência do Norte;11773
412110 Quinta do Sol;4987
412120 Quitandinha;17364
412125 Ramilândia;4175
412130 Rancho Alegre;3919
412135 Rancho Alegre D'Oeste;2807
412140 Realeza;16386
412150 Rebouças;14254
412160 Renascença;6790
412170 Reserva;25353
412175 Reserva do Iguaçu;7402
412180 Ribeirão Claro;10645
412190 Ribeirão do Pinhal;13401
412200 Rio Azul;14255
412210 Rio Bom;3302
412215 Rio Bonito do Iguaçu;13125
412217 Rio Branco do Ivaí;3920
412220 Rio Branco do Sul;30848
412230 Rio Negro;31662
412240 Rolândia;59139
412250 Roncador;11221
412260 Rondon;9060
412265 Rosário do Ivaí;5438
412270 Sabáudia;6200
412280 Salgado Filho;4253
412290 Salto do Itararé;5122
412300 Salto do Lontra;13830
412310 Santa Amélia;3712
412320 Santa Cecília do Pavão;3583
412330 Santa Cruz de Monte Castelo;8019
412340 Santa Fé;10668
412350 Santa Helena;23855
412360 Santa Inês;1776
412370 Santa Isabel do Ivaí;8701
412380 Santa Izabel do Oeste;13347
412382 Santa Lúcia;3895
412385 Santa Maria do Oeste;11178
412390 Santa Mariana;12279
412395 Santa Mônica;3629
412402 Santa Tereza do Oeste;10269
412405 Santa Terezinha de Itaipu;21215
412400 Santana do Itararé;5191
412410 Santo Antônio da Platina;43125
412420 Santo Antônio do Caiuá;2705
412430 Santo Antônio do Paraíso;2351
412440 Santo Antônio do Sudoeste;19048
412450 Santo Inácio;5282
412460 São Carlos do Ivaí;6422
412470 São Jerônimo da Serra;11275
412480 São João;10508
412490 São João do Caiuá;5884
412500 São João do Ivaí;11273
412510 São João do Triunfo;13899
412520 São Jorge d'Oeste;9052
412530 São Jorge do Ivaí;5506
412535 São Jorge do Patrocínio;5956
412540 São José da Boa Vista;6441
412545 São José das Palmeiras;3789
412550 São José dos Pinhais;273255
412555 São Manoel do Paraná;2102
412560 São Mateus do Sul;41965
412570 São Miguel do Iguaçu;25971
412575 São Pedro do Iguaçu;6373
412580 São Pedro do Ivaí;10272
412590 São Pedro do Paraná;2454
412600 São Sebastião da Amoreira;8638
412610 São Tomé;5395
412620 Sapopema;6716
412625 Sarandi;84573
412627 Saudade do Iguaçu;5092
412630 Sengés;18511
412635 Serranópolis do Iguaçu;4543
412640 Sertaneja;5711
412650 Sertanópolis;15713
412660 Siqueira Campos;18825
412665 Sulina;3315
412667 Tamarana;12647
412670 Tamboara;4726
412680 Tapejara;14822
412690 Tapira;5769
412700 Teixeira Soares;10599
412710 Telêmaco Borba;71176
412720 Terra Boa;15948
412730 Terra Rica;15437
412740 Terra Roxa;16829
412750 Tibagi;19482
412760 Tijucas do Sul;14881
412770 Toledo;122502
412780 Tomazina;8619
412785 Três Barras do Paraná;11825
412788 Tunas do Paraná;6656
412790 Tuneiras do Oeste;8647
412795 Tupãssi;7994
412796 Turvo;13628
412800 Ubiratã;21402
412810 Umuarama;102184
412820 União da Vitória;53372
412830 Uniflor;2482
412840 Uraí;11411
412853 Ventania;10249
412855 Vera Cruz do Oeste;8871
412860 Verê;7751
412865 Virmond;3951
412870 Vitorino;6548
412850 Wenceslau Braz;19259
412880 Xambrê;5939
420005 Abdon Batista;2635
420010 Abelardo Luz;17200
420020 Agrolândia;9552
420030 Agronômica;4985
420040 Água Doce;6979
420050 Águas de Chapecó;6160
420055 Águas Frias;2409
420060 Águas Mornas;5685
420070 Alfredo Wagner;9494
420075 Alto Bela Vista;1991
420080 Anchieta;6172
420090 Angelina;5171
420100 Anita Garibaldi;8374
420110 Anitápolis;3211
420120 Antônio Carlos;7613
420125 Apiúna;9764
420127 Arabutã;4198
420130 Araquari;26875
420140 Araranguá;62308
420150 Armazém;7886
420160 Arroio Trinta;3504
420165 Arvoredo;2254
420170 Ascurra;7485
420180 Atalanta;3281
420190 Aurora;5561
420195 Balneário Arroio do Silva;10121
420205 Balneário Barra do Sul;8791
420200 Balneário Camboriú;113319
420207 Balneário Gaivota;8655
421280 Balneário Piçarras;18010
420208 Bandeirante;2866
420209 Barra Bonita;1853
420210 Barra Velha;23422
420213 Bela Vista do Toldo;6047
420215 Belmonte;2643
420220 Benedito Novo;10528
420230 Biguaçu;59736
420240 Blumenau;316139
420243 Bocaina do Sul;3314
420250 Bom Jardim da Serra;4443
420253 Bom Jesus;2599
420257 Bom Jesus do Oeste;2130
420260 Bom Retiro;9090
420245 Bombinhas;15136
420270 Botuverá;4584
420280 Braço do Norte;29672
420285 Braço do Trombudo;3498
420287 Brunópolis;2778
420290 Brusque;109950
420300 Caçador;71886
420310 Caibi;6199
420315 Calmon;3375
420320 Camboriú;65520
420330 Campo Alegre;11766
420340 Campo Belo do Sul;7398
420350 Campo Erê;9222
420360 Campos Novos;33313
420370 Canelinha;10845
420380 Canoinhas;52937
420325 Capão Alto;2713
420390 Capinzal;21064
420395 Capivari de Baixo;22145
420400 Catanduvas;9746
420410 Caxambu do Sul;4283
420415 Celso Ramos;2760
420417 Cerro Negro;3503
420419 Chapadão do Lageado;2793
420420 Chapecó;189052
420425 Cocal do Sul;15376
420430 Concórdia;69462
420435 Cordilheira Alta;3869
420440 Coronel Freitas;10165
420445 Coronel Martins;2469
420455 Correia Pinto;14447
420450 Corupá;14155
420460 Criciúma;195614
420470 Cunha Porã;10671
420475 Cunhataí;1892
420480 Curitibanos;38003
420490 Descanso;8560
420500 Dionísio Cerqueira;14896
420510 Dona Emma;3784
420515 Doutor Pedrinho;3683
420517 Entre Rios;3043
420519 Ermo;2049
420520 Erval Velho;4365
420530 Faxinal dos Guedes;10645
420535 Flor do Sertão;1585
420540 Florianópolis;433158
420543 Formosa do Sul;2583
420545 Forquilhinha;23183
420550 Fraiburgo;34796
420555 Frei Rogério;2399
420560 Galvão;3452
420570 Garopaba;18890
420580 Garuva;15272
420590 Gaspar;59728
420600 Governador Celso Ramos;13211
420610 Grão Pará;6268
420620 Gravatal;10758
420630 Guabiruba;19254
420640 Guaraciaba;10417
420650 Guaramirim;36640
420660 Guarujá do Sul;4941
420665 Guatambú;4676
420670 Herval d'Oeste;21420
420675 Ibiam;1944
420680 Ibicaré;3341
420690 Ibirama;17561
420700 Içara;60374
420710 Ilhota;12624
420720 Imaruí;11411
420730 Imbituba;40845
420740 Imbuia;5777
420750 Indaial;57068
420757 Iomerê;2768
420760 Ipira;4699
420765 Iporã do Oeste;8490
420768 Ipuaçu;6901
420770 Ipumirim;7268
420775 Iraceminha;4202
420780 Irani;9656
420785 Irati;2067
420790 Irineópolis;10556
420800 Itá;6375
420810 Itaiópolis;20485
420820 Itajaí;188791
420830 Itapema;48807
420840 Itapiranga;15623
420845 Itapoá;15658
420850 Ituporanga;22667
420860 Jaborá;4018
420870 Jacinto Machado;10562
420880 Jaguaruna;17695
420890 Jaraguá do Sul;148353
420895 Jardinópolis;1732
420900 Joaçaba;27467
420910 Joinville;526338
420915 José Boiteux;4741
420917 Jupiá;2138
420920 Lacerdópolis;2203
420930 Lages;156604
420940 Laguna;52166
420945 Lajeado Grande;1478
420950 Laurentino;6147
420960 Lauro Muller;14483
420970 Lebon Régis;11862
420980 Leoberto Leal;3309
420985 Lindóia do Sul;4622
420990 Lontras;10526
421000 Luiz Alves;10811
421003 Luzerna;5605
421005 Macieira;1815
421010 Mafra;53361
421020 Major Gercino;3300
421030 Major Vieira;7566
421040 Maracajá;6535
421050 Maravilha;22642
421055 Marema;2136
421060 Massaranduba;14993
421070 Matos Costa;2784
421080 Meleiro;6988
421085 Mirim Doce;2477
421090 Modelo;4063
421100 Mondaí;10458
421105 Monte Carlo;9381
421110 Monte Castelo;8346
421120 Morro da Fumaça;16364
421125 Morro Grande;2886
421130 Navegantes;63764
421140 Nova Erechim;4386
421145 Nova Itaberaba;4269
421150 Nova Trento;12544
421160 Nova Veneza;13581
421165 Novo Horizonte;2697
421170 Orleans;21599
421175 Otacílio Costa;16691
421180 Ouro;7348
421185 Ouro Verde;2259
421187 Paial;1720
421189 Painel;2351
421190 Palhoça;142558
421200 Palma Sola;7699
421205 Palmeira;2410
421210 Palmitos;16018
421220 Papanduva;18096
421223 Paraíso;3972
421225 Passo de Torres;6964
421227 Passos Maia;4374
421230 Paulo Lopes;6808
421240 Pedras Grandes;4078
421250 Penha;26268
421260 Peritiba;2952
421270 Petrolândia;6090
421290 Pinhalzinho;16933
421300 Pinheiro Preto;3190
421310 Piratuba;4632
421315 Planalto Alegre;2685
421320 Pomerode;28610
421330 Ponte Alta;4853
421335 Ponte Alta do Norte;3316
421340 Ponte Serrada;11102
421350 Porto Belo;16896
421360 Porto União;33740
421370 Pouso Redondo;15204
421380 Praia Grande;7265
421390 Presidente Castello Branco;1697
421400 Presidente Getúlio;15273
421410 Presidente Nereu;2281
421415 Princesa;2780
421420 Quilombo;10175
421430 Rancho Queimado;2765
421440 Rio das Antas;6146
421450 Rio do Campo;6143
421460 Rio do Oeste;7145
421480 Rio do Sul;62658
421470 Rio dos Cedros;10488
421490 Rio Fortuna;4466
421500 Rio Negrinho;40169
421505 Rio Rufino;2440
421507 Riqueza;4789
421510 Rodeio;11004
421520 Romelândia;5494
421530 Salete;7402
421535 Saltinho;3926
421540 Salto Veloso;4361
421545 Sangão;10744
421550 Santa Cecília;15902
421555 Santa Helena;2351
421560 Santa Rosa de Lima;2074
421565 Santa Rosa do Sul;8091
421567 Santa Terezinha;8756
421568 Santa Terezinha do Progresso;2818
421569 Santiago do Sul;1431
421570 Santo Amaro da Imperatriz;20332
421580 São Bento do Sul;76215
421575 São Bernardino;2676
421590 São Bonifácio;2977
421600 São Carlos;10431
421605 São Cristovão do Sul;5089
421610 São Domingos;9389
421620 São Francisco do Sul;44064
421630 São João Batista;27982
421635 São João do Itaperiú;3477
421625 São João do Oeste;6074
421640 São João do Sul;7035
421650 São Joaquim;25111
421660 São José;215278
421670 São José do Cedro;13685
421680 São José do Cerrito;9104
421690 São Lourenço do Oeste;22062
421700 São Ludgero;11357
421710 São Martinho;3200
421715 São Miguel da Boa Vista;1887
421720 São Miguel do Oeste;36908
421725 São Pedro de Alcântara;4874
421730 Saudades;9121
421740 Schroeder;16248
421750 Seara;17005
421755 Serra Alta;3279
421760 Siderópolis;13137
421770 Sombrio;27165
421775 Sul Brasil;2714
421780 Taió;17412
421790 Tangará;8653
421795 Tigrinhos;1739
421800 Tijucas;32087
421810 Timbé do Sul;5306
421820 Timbó;37894
421825 Timbó Grande;7268
421830 Três Barras;18281
421835 Treviso;3585
421840 Treze de Maio;6901
421850 Treze Tílias;6568
421860 Trombudo Central;6668
421870 Tubarão;98412
421875 Tunápolis;4612
421880 Turvo;12001
421885 União do Oeste;2838
421890 Urubici;10767
421895 Urupema;2476
421900 Urussanga;20356
421910 Vargeão;3533
421915 Vargem;2746
421917 Vargem Bonita;4738
421920 Vidal Ramos;6284
421930 Videira;48064
421935 Vitor Meireles;5160
421940 Witmarsum;3653
421950 Xanxerê;45140
421960 Xavantina;4103
421970 Xaxim;26145
421985 Zortéa;3046
430003 Aceguá;4465
430005 Água Santa;3712
430010 Agudo;16612
430020 Ajuricaba;7187
430030 Alecrim;6828
430040 Alegrete;76644
430045 Alegria;4141
430047 Almirante Tamandaré do Sul;2041
430050 Alpestre;7689
430055 Alto Alegre;1805
430057 Alto Feliz;2930
430060 Alvorada;197441
430063 Amaral Ferrador;6446
430064 Ametista do Sul;7310
430066 André da Rocha;1232
430070 Anta Gorda;6035
430080 Antônio Prado;12821
430085 Arambaré;3660
430087 Araricá;4990
430090 Aratiba;6482
430100 Arroio do Meio;19060
430107 Arroio do Padre;2756
430105 Arroio do Sal;8113
430120 Arroio do Tigre;12774
430110 Arroio dos Ratos;13647
430130 Arroio Grande;18368
430140 Arvorezinha;10220
430150 Augusto Pestana;6990
430155 Áurea;3632
430160 Bagé;117090
430163 Balneário Pinhal;11371
430165 Barão;5793
430170 Barão de Cotegipe;6521
430175 Barão do Triunfo;7072
430185 Barra do Guarita;3105
430187 Barra do Quaraí;4032
430190 Barra do Ribeiro;12682
430192 Barra do Rio Azul;1941
430195 Barra Funda;2388
430180 Barracão;5322
430200 Barros Cassal;11101
430205 Benjamin Constant do Sul;2244
430210 Bento Gonçalves;109653
430215 Boa Vista das Missões;2103
430220 Boa Vista do Buricá;6573
430222 Boa Vista do Cadeado;2437
430223 Boa Vista do Incra;2447
430225 Boa Vista do Sul;2767
430230 Bom Jesus;11445
430235 Bom Princípio;12136
430237 Bom Progresso;2253
430240 Bom Retiro do Sul;11576
430245 Boqueirão do Leão;7651
430250 Bossoroca;6753
430258 Bozano;2179
430260 Braga;3628
430265 Brochier;4726
430270 Butiá;20419
430280 Caçapava do Sul;33547
430290 Cacequi;13430
430300 Cachoeira do Sul;83217
430310 Cachoeirinha;119896
430320 Cacique Doble;4883
430330 Caibaté;4914
430340 Caiçara;4995
430350 Camaquã;63124
430355 Camargo;2607
430360 Cambará do Sul;6498
430367 Campestre da Serra;3259
430370 Campina das Missões;5982
430380 Campinas do Sul;5476
430390 Campo Bom;60989
430400 Campo Novo;5269
430410 Campos Borges;3451
430420 Candelária;30260
430430 Cândido Godói;6451
430435 Candiota;8878
430440 Canela;40076
430450 Canguçu;53533
430460 Canoas;326505
430461 Canudos do Vale;1785
430462 Capão Bonito do Sul;1730
430463 Capão da Canoa;43783
430465 Capão do Cipó;3187
430466 Capão do Leão;24386
430468 Capela de Santana;11851
430469 Capitão;2647
430467 Capivari do Sul;4009
430471 Caraá;7450
430470 Carazinho;59569
430480 Carlos Barbosa;25898
430485 Carlos Gomes;1561
430490 Casca;8683
430495 Caseiros;3030
430500 Catuípe;9191
430510 Caxias do Sul;446911
430511 Centenário;2941
430512 Cerrito;6324
430513 Cerro Branco;4478
430515 Cerro Grande;2390
430517 Cerro Grande do Sul;10570
430520 Cerro Largo;13384
430530 Chapada;9322
430535 Charqueadas;36130
430537 Charrua;3424
430540 Chiapetta;3979
430543 Chuí;6031
430544 Chuvisca;5011
430545 Cidreira;13240
430550 Ciríaco;4873
430558 Colinas;2414
430560 Colorado;3472
430570 Condor;6562
430580 Constantina;9742
430583 Coqueiro Baixo;1518
430585 Coqueiros do Sul;2422
430587 Coronel Barros;2460
430590 Coronel Bicaco;7645
430593 Coronel Pilar;1702
430595 Cotiporã;3891
430597 Coxilha;2803
430600 Crissiumal;13919
430605 Cristal;7378
430607 Cristal do Sul;2819
430610 Cruz Alta;62138
430613 Cruzaltense;2080
430620 Cruzeiro do Sul;12420
430630 David Canabarro;4675
430632 Derrubadas;3111
430635 Dezesseis de Novembro;2779
430637 Dilermando de Aguiar;3044
430640 Dois Irmãos;28348
430642 Dois Irmãos das Missões;2126
430645 Dois Lajeados;3287
430650 Dom Feliciano;14503
430660 Dom Pedrito;38670
430655 Dom Pedro de Alcântara;2538
430670 Dona Francisca;3326
430673 Doutor Maurício Cardoso;5160
430675 Doutor Ricardo;2016
430676 Eldorado do Sul;35412
430680 Encantado;20810
430690 Encruzilhada do Sul;24671
430692 Engenho Velho;1436
430695 Entre Rios do Sul;3018
430693 Entre-Ijuís;8823
430697 Erebango;2962
430700 Erechim;97404
430705 Ernestina;3090
430720 Erval Grande;5090
430730 Erval Seco;7682
430740 Esmeralda;3176
430745 Esperança do Sul;3200
430750 Espumoso;15241
430755 Estação;5979
430760 Estância Velha;43698
430770 Esteio;80862
430780 Estrela;31105
430781 Estrela Velha;3619
430783 Eugênio de Castro;2721
430786 Fagundes Varela;2596
430790 Farroupilha;64893
430800 Faxinal do Soturno;6647
430805 Faxinalzinho;2514
430807 Fazenda Vilanova;3828
430810 Feliz;12517
430820 Flores da Cunha;27647
430825 Floriano Peixoto;1967
430830 Fontoura Xavier;10606
430840 Formigueiro;6926
430843 Forquetinha;2458
430845 Fortaleza dos Valos;4513
430850 Frederico Westphalen;29158
430860 Garibaldi;31328
430865 Garruchos;3168
430870 Gaurama;5783
430880 General Câmara;8404
430885 Gentil;1663
430890 Getúlio Vargas;16101
430900 Giruá;16823
430905 Glorinha;7074
430910 Gramado;32829
430912 Gramado dos Loureiros;2228
430915 Gramado Xavier;4016
430920 Gravataí;259138
430925 Guabiju;1576
430930 Guaíba;95340
430940 Guaporé;23230
430950 Guarani das Missões;7983
430955 Harmonia;4344
430710 Herval;6739
430957 Herveiras;2954
430960 Horizontina;18446
430965 Hulha Negra;6147
430970 Humaitá;4873
430975 Ibarama;4368
430980 Ibiaçá;4692
430990 Ibiraiaras;7173
430995 Ibirapuitã;4037
431000 Ibirubá;19415
431010 Igrejinha;32399
431020 Ijuí;79396
431030 Ilópolis;4079
431033 Imbé;18490
431036 Imigrante;3029
431040 Independência;6514
431041 Inhacorá;2251
431043 Ipê;6101
431046 Ipiranga do Sul;1927
431050 Iraí;7902
431053 Itaara;5076
431055 Itacurubi;3432
431057 Itapuca;2292
431060 Itaqui;37916
431065 Itati;2546
431070 Itatiba do Sul;4008
431075 Ivorá;2105
431080 Ivoti;20562
431085 Jaboticaba;4032
431087 Jacuizinho;2530
431090 Jacutinga;3607
431100 Jaguarão;27605
431110 Jaguari;11320
431112 Jaquirana;4081
431113 Jari;3549
431115 Jóia;8339
431120 Júlio de Castilhos;19453
431123 Lagoa Bonita do Sul;2694
431127 Lagoa dos Três Cantos;1594
431130 Lagoa Vermelha;27466
431125 Lagoão;6247
431140 Lajeado;73201
431142 Lajeado do Bugre;2491
431150 Lavras do Sul;7615
431160 Liberato Salzano;5661
431162 Lindolfo Collor;5350
431164 Linha Nova;1634
431171 Maçambará;4694
431170 Machadinho;5478
431173 Mampituba;2988
431175 Manoel Viana;7084
431177 Maquiné;6845
431179 Maratá;2546
431180 Marau;37573
431190 Marcelino Ramos;4987
431198 Mariana Pimentel;3774
431200 Mariano Moro;2171
431205 Marques de Souza;4042
431210 Mata;5041
431213 Mato Castelhano;2473
431215 Mato Leitão;3964
431217 Mato Queimado;1766
431220 Maximiliano de Almeida;4800
431225 Minas do Leão;7678
431230 Miraguaí;4828
431235 Montauri;1521
431237 Monte Alegre dos Campos;3112
431238 Monte Belo do Sul;2637
431240 Montenegro;60196
431242 Mormaço;2797
431244 Morrinhos do Sul;3129
431245 Morro Redondo;6262
431247 Morro Reuter;5781
431250 Mostardas;12195
431260 Muçum;4801
431261 Muitos Capões;3007
431262 Muliterno;1820
431265 Não-Me-Toque;16166
431267 Nicolau Vergueiro;1708
431270 Nonoai;11962
431275 Nova Alvorada;3247
431280 Nova Araçá;4117
431290 Nova Bassano;8992
431295 Nova Boa Vista;1921
431300 Nova Bréscia;3197
431301 Nova Candelária;2732
431303 Nova Esperança do Sul;4771
431306 Nova Hartz;18841
431308 Nova Pádua;2459
431310 Nova Palma;6347
431320 Nova Petrópolis;19371
431330 Nova Prata;23508
431333 Nova Ramada;2394
431335 Nova Roma do Sul;3390
431337 Nova Santa Rita;23768
431349 Novo Barreiro;3995
431339 Novo Cabrais;3899
431340 Novo Hamburgo;239355
431342 Novo Machado;3806
431344 Novo Tiradentes;2257
431346 Novo Xingu;1744
431350 Osório;41628
431360 Paim Filho;4155
431365 Palmares do Sul;10987
431370 Palmeira das Missões;34016
431380 Palmitinho;6917
431390 Panambi;38881
431395 Pantano Grande;9732
431400 Paraí;6932
431402 Paraíso do Sul;7355
431403 Pareci Novo;3552
431405 Parobé;52518
431406 Passa Sete;5220
431407 Passo do Sobrado;6079
431410 Passo Fundo;187298
431413 Paulo Bento;2206
431415 Paverama;8090
431417 Pedras Altas;2164
431420 Pedro Osório;7767
431430 Pejuçara;3941
431440 Pelotas;329435
431442 Picada Café;5259
431445 Pinhal;2515
431446 Pinhal da Serra;2089
431447 Pinhal Grande;4433
431449 Pinheirinho do Vale;4545
431450 Pinheiro Machado;12642
431455 Pirapó;2668
431460 Piratini;19906
431470 Planalto;10407
431475 Poço das Antas;2023
431477 Pontão;3850
431478 Ponte Preta;1709
431480 Portão;31866
431490 Porto Alegre;1416714
431500 Porto Lucena;5265
431505 Porto Mauá;2503
431507 Porto Vera Cruz;1760
431510 Porto Xavier;10463
431513 Pouso Novo;1827
431514 Presidente Lucena;2547
431515 Progresso;6153
431517 Protásio Alves;1984
431520 Putinga;4087
431530 Quaraí;22873
431531 Quatro Irmãos;1779
431532 Quevedos;2713
431535 Quinze de Novembro;3664
431540 Redentora;10430
431545 Relvado;2136
431550 Restinga Sêca;15828
431555 Rio dos Índios;3453
431560 Rio Grande;198842
431570 Rio Pardo;37563
431575 Riozinho;4370
431580 Roca Sales;10436
431590 Rodeio Bonito;5742
431595 Rolador;2498
431600 Rolante;19732
431610 Ronda Alta;10247
431620 Rondinha;5430
431630 Roque Gonzales;7114
431640 Rosário do Sul;39503
431642 Sagrada Família;2587
431643 Saldanha Marinho;2820
431645 Salto do Jacuí;11933
431647 Salvador das Missões;2670
431650 Salvador do Sul;6903
431660 Sananduva;15468
431710 Sant'Ana do Livramento;81198
431670 Santa Bárbara do Sul;8650
431673 Santa Cecília do Sul;1646
431675 Santa Clara do Sul;5832
431680 Santa Cruz do Sul;119997
431697 Santa Margarida do Sul;2380
431690 Santa Maria;263662
431695 Santa Maria do Herval;6078
431720 Santa Rosa;69127
431725 Santa Tereza;1725
431730 Santa Vitória do Palmar;30641
431700 Santana da Boa Vista;8185
431740 Santiago;48940
431750 Santo Ângelo;76205
431760 Santo Antônio da Patrulha;40086
431770 Santo Antônio das Missões;10987
431755 Santo Antônio do Palma;2129
431775 Santo Antônio do Planalto;1985
431780 Santo Augusto;13899
431790 Santo Cristo;14301
431795 Santo Expedito do Sul;2428
431800 São Borja;61189
431805 São Domingos do Sul;2941
431810 São Francisco de Assis;19020
431820 São Francisco de Paula;20660
431830 São Gabriel;60478
431840 São Jerônimo;22414
431842 São João da Urtiga;4696
431843 São João do Polêsine;2572
431844 São Jorge;2759
431845 São José das Missões;2678
431846 São José do Herval;2155
431848 São José do Hortêncio;4201
431849 São José do Inhacorá;2170
431850 São José do Norte;25761
431860 São José do Ouro;6882
431861 São José do Sul;2132
431862 São José dos Ausentes;3319
431870 São Leopoldo;217189
431880 São Lourenço do Sul;43024
431890 São Luiz Gonzaga;34235
431900 São Marcos;20276
431910 São Martinho;5691
431912 São Martinho da Serra;3195
431915 São Miguel das Missões;7436
431920 São Nicolau;5625
431930 São Paulo das Missões;6240
431935 São Pedro da Serra;3387
431936 São Pedro das Missões;1900
431937 São Pedro do Butiá;2875
431940 São Pedro do Sul;16275
431950 São Sebastião do Caí;22270
431960 São Sepé;23674
431970 São Valentim;3560
431971 São Valentim do Sul;2173
431973 São Valério do Sul;2651
431975 São Vendelino;1984
431980 São Vicente do Sul;8456
431990 Sapiranga;75861
432000 Sapucaia do Sul;132197
432010 Sarandi;21757
432020 Seberi;10829
432023 Sede Nova;2982
432026 Segredo;7087
432030 Selbach;4940
432032 Senador Salgado Filho;2797
432035 Sentinela do Sul;5245
432040 Serafina Corrêa;14761
432045 Sério;2217
432050 Sertão;6118
432055 Sertão Santana;5938
432057 Sete de Setembro;2089
432060 Severiano de Almeida;3796
432065 Silveira Martins;2416
432067 Sinimbu;10047
432070 Sobradinho;14348
432080 Soledade;30092
432085 Tabaí;4217
432090 Tapejara;20017
432100 Tapera;10431
432110 Tapes;16681
432120 Taquara;54918
432130 Taquari;26123
432132 Taquaruçu do Sul;2973
432135 Tavares;5353
432140 Tenente Portela;13625
432143 Terra de Areia;10070
432145 Teutônia;28198
432146 Tio Hugo;2767
432147 Tiradentes do Sul;6305
432149 Toropi;2916
432150 Torres;35227
432160 Tramandaí;43178
432162 Travesseiro;2309
432163 Três Arroios;2812
432166 Três Cachoeiras;10322
432170 Três Coroas;24516
432180 Três de Maio;23665
432183 Três Forquilhas;2865
432185 Três Palmeiras;4345
432190 Três Passos;23861
432195 Trindade do Sul;5767
432200 Triunfo;26341
432210 Tucunduva;5837
432215 Tunas;4408
432218 Tupanci do Sul;1550
432220 Tupanciretã;22483
432225 Tupandi;4070
432230 Tuparendi;8409
432232 Turuçu;3494
432234 Ubiretama;2239
432235 União da Serra;1424
432237 Unistalda;2421
432240 Uruguaiana;125209
432250 Vacaria;61947
432253 Vale do Sol;11156
432254 Vale Real;5236
432252 Vale Verde;3283
432255 Vanini;1999
